
1%,2.4045169353485107

2%,0.9490528106689453

3%,0.771838903427124

4%,0.5785062313079834

5%,0.5525343418121338

6%,0.5206949710845947

7%,0.5342409610748291

8%,0.521991491317749

9%,0.5244131088256836

10%,0.5224087238311768

11%,0.523535966873169

12%,0.5208449363708496

13%,0.521857500076294

14%,0.5217535495758057

15%,0.522510290145874

16%,0.520819902420044

17%,0.48036742210388184

18%,0.3969283103942871

19%,0.39601564407348633

20%,0.39678168296813965

21%,0.3962688446044922

22%,0.39806175231933594

23%,0.3956570625305176

24%,0.3985116481781006

25%,0.39666175842285156

26%,0.39714789390563965

27%,0.39816832542419434

28%,0.3979682922363281

29%,0.3969125747680664

30%,0.3998434543609619
