
1%,2.511098623275757

2%,1.0249953269958496

3%,0.769895076751709

4%,0.6460072994232178

5%,0.6064732074737549

6%,0.5713129043579102

7%,0.5780825614929199

8%,0.565455436706543

9%,0.5654251575469971

10%,0.574465274810791

11%,0.5806379318237305

12%,0.5672359466552734

13%,0.5761454105377197

14%,0.5645897388458252

15%,0.5634980201721191

16%,0.6044573783874512

17%,0.5249607563018799

18%,0.43720054626464844

19%,0.43542027473449707

20%,0.43625855445861816

21%,0.43593502044677734

22%,0.45218467712402344

23%,0.49500298500061035

24%,0.44634151458740234

25%,0.44517970085144043

26%,0.440610408782959

27%,0.43555521965026855

28%,0.43574094772338867

29%,0.4589869976043701
