
1,14.628026008605957

2,14.047666788101196

3,13.814145803451538

4,13.980170011520386

5,13.888830661773682

6,13.853095769882202

7,13.762174367904663

8,14.035703897476196

9,13.628477334976196

10,13.741202116012573

11,14.037116050720215

12,13.391116380691528

13,13.842856884002686

14,13.802297592163086

15,13.67299509048462

16,13.778215169906616

17,13.347116947174072

18,13.449666500091553

19,13.660250663757324

20,13.359892845153809

21,13.237741231918335

22,13.447096586227417

23,13.532581329345703

24,13.416809558868408

25,13.504456996917725

26,13.228807210922241

27,13.777663469314575

28,13.108409643173218

29,13.79402470588684

30,13.14642333984375

31,13.635353088378906

32,13.33850884437561

33,13.781624794006348

34,13.096744060516357

35,13.663681030273438

36,13.307177305221558

37,13.56445598602295

38,13.122331380844116

39,13.59193205833435

40,13.085233449935913

41,13.460120677947998

42,13.119404077529907

43,13.688695430755615

44,13.114080905914307

45,13.632472276687622

46,13.253527879714966

47,13.555089950561523

48,12.849631786346436

49,13.278340578079224

50,13.14633321762085
