1,[678.89453125, 679.30078125, 681.171875, 681.2421875, 682.5546875, 685.41796875, 687.26953125, 689.515625, 691.30859375, 692.79296875, 694.1328125, 695.1640625, 696.4140625, 697.91796875, 699.35546875, 700.59765625, 701.7734375, 702.83203125, 704.0234375, 704.97265625, 705.98046875, 706.9296875, 707.7265625, 706.02734375]

6,[678.89453125, 679.30078125, 681.1640625, 681.234375, 682.546875, 682.578125, 680.0859375]

11,[678.89453125, 679.68359375, 681.16796875, 681.234375, 682.55078125, 682.578125, 680.0859375]

16,[678.89453125, 679.30078125, 681.16796875, 681.23828125, 682.55078125, 682.578125, 680.0859375]

21,[678.89453125, 679.30078125, 681.171875, 681.2421875, 682.5546875, 682.578125, 680.0859375]

26,[678.89453125, 679.30078125, 681.171875, 682.49609375, 682.56640625, 682.578125, 680.0859375]

31,[678.89453125, 679.30078125, 681.17578125, 682.5, 682.56640625, 682.58203125, 680.0859375]

36,[678.890625, 679.296875, 681.16796875, 681.23828125, 682.546875, 682.578125, 680.0859375]

41,[678.890625, 679.296875, 681.16015625, 681.23046875, 682.54296875, 682.57421875, 680.08203125]

46,[678.89453125, 679.43359375, 681.171875, 681.24609375, 682.56640625, 682.58203125, 680.08984375]

