1,[678.89453125, 679.30078125, 681.16796875, 681.23828125, 682.55078125, 685.375, 687.26953125, 689.57421875, 691.39453125, 692.97265625, 694.45703125, 695.2734375, 696.77734375, 698.28125, 699.64453125, 700.875, 702.0234375, 703.0625, 704.2578125, 705.515625, 706.45703125, 707.17578125, 706.0390625]

6,[678.89453125, 679.30078125, 681.16796875, 681.234375, 682.546875, 682.578125, 680.0859375]

11,[678.89453125, 679.30078125, 681.17578125, 682.50390625, 682.56640625, 682.58203125, 680.08984375]

16,[678.890625, 679.4375, 681.16796875, 682.4921875, 682.5546875, 682.57421875, 680.078125]

21,[678.890625, 679.296875, 681.16796875, 682.4921875, 682.5625, 682.57421875, 680.078125]

26,[678.890625, 679.296875, 681.1640625, 681.234375, 682.55078125, 682.57421875, 680.078125]

31,[678.890625, 679.296875, 681.1640625, 681.23828125, 682.546875, 682.57421875, 680.08203125]

36,[678.890625, 679.296875, 681.16796875, 681.2421875, 682.55078125, 682.578125, 680.0859375]

41,[678.890625, 679.296875, 681.1640625, 681.234375, 682.54296875, 682.57421875, 680.078125]

46,[678.890625, 679.6953125, 681.16796875, 682.4921875, 682.5625, 682.57421875, 680.08203125]

