1,[678.890625, 679.296875, 681.171875, 682.49609375, 682.55859375, 685.58984375, 687.4609375, 689.67578125, 691.4140625, 692.92578125, 694.30078125, 695.15625, 696.26953125, 697.765625, 699.36328125, 700.62890625, 701.6171875, 702.82421875, 704.01953125, 704.96875, 705.9765625, 706.92578125, 707.70703125, 706.03515625]

6,[678.890625, 679.296875, 681.1640625, 681.2265625, 682.53515625, 682.57421875, 680.08203125]

11,[678.890625, 679.296875, 681.16796875, 681.2421875, 682.5546875, 682.57421875, 680.08203125]

16,[678.890625, 679.296875, 681.16796875, 682.4921875, 682.5625, 682.57421875, 680.08203125]

21,[678.89453125, 679.30078125, 681.171875, 681.2421875, 682.55859375, 682.578125, 680.0859375]

26,[678.890625, 679.296875, 681.1640625, 681.23046875, 682.546875, 682.57421875, 680.08203125]

31,[678.89453125, 679.30078125, 681.171875, 681.2421875, 682.5546875, 682.578125, 680.0859375]

36,[678.890625, 679.67578125, 681.16796875, 681.23828125, 682.55078125, 682.57421875, 680.08203125]

41,[678.89453125, 679.30078125, 681.16796875, 681.23828125, 682.5546875, 682.578125, 680.0859375]

46,[678.89453125, 679.30078125, 681.171875, 681.2421875, 682.5546875, 682.58203125, 680.08984375]

