1,[678.89453125, 679.30078125, 681.171875, 681.24609375, 682.55859375, 685.51171875, 687.36328125, 689.6015625, 691.36328125, 692.87890625, 694.23046875, 695.18359375, 696.5234375, 698.0234375, 699.3828125, 700.65234375, 701.69921875, 702.83203125, 704.0234375, 704.98828125, 705.98046875, 706.9921875, 707.68359375, 706.02734375]

6,[678.890625, 679.42578125, 681.1640625, 681.23046875, 682.546875, 682.57421875, 680.08203125]

11,[678.89453125, 679.30078125, 681.171875, 681.24609375, 682.5625, 682.58203125, 680.08984375]

16,[678.890625, 679.30078125, 681.16796875, 681.23828125, 682.5546875, 682.578125, 680.0859375]

21,[678.89453125, 679.30078125, 681.171875, 681.2421875, 682.5546875, 682.58203125, 680.0859375]

26,[678.89453125, 679.30078125, 681.171875, 681.24609375, 682.55859375, 682.578125, 680.08203125]

31,[678.890625, 679.30078125, 681.16796875, 682.49609375, 682.5546875, 682.578125, 680.0859375]

36,[678.890625, 679.296875, 681.16796875, 681.2421875, 682.55859375, 682.57421875, 680.08203125]

41,[678.890625, 679.671875, 681.16796875, 681.2421875, 682.5546875, 682.57421875, 680.078125]

46,[678.89453125, 679.30078125, 681.17578125, 681.2421875, 682.55859375, 682.58203125, 680.0859375]

