1,[678.890625, 679.296875, 681.16796875, 681.2421875, 682.55859375, 685.703125, 687.70703125, 689.88671875, 691.52734375, 693.07421875, 694.51953125, 695.25390625, 696.76171875, 698.01953125, 699.578125, 700.80078125, 702.01953125, 703.06640625, 704.25390625, 705.26953125, 706.453125, 707.171875, 707.83984375, 706.01953125]

6,[678.89453125, 679.30078125, 681.16796875, 681.234375, 682.54296875, 682.578125, 680.08203125]

11,[678.890625, 679.296875, 681.1640625, 681.23828125, 682.55078125, 682.57421875, 680.08203125]

16,[678.8984375, 679.3046875, 681.17578125, 681.25, 682.5625, 682.58203125, 680.0859375]

21,[678.890625, 679.296875, 681.16015625, 681.2265625, 682.53515625, 682.57421875, 680.08203125]

26,[678.89453125, 679.30078125, 681.171875, 682.49609375, 682.56640625, 682.578125, 680.08203125]

31,[678.890625, 679.86328125, 681.16796875, 681.23828125, 682.55078125, 682.578125, 680.0859375]

36,[678.89453125, 679.30078125, 681.17578125, 682.49609375, 682.5625, 682.578125, 680.0859375]

41,[678.890625, 679.296875, 681.16796875, 681.23828125, 682.5546875, 682.57421875, 680.078125]

46,[678.890625, 679.296875, 681.1640625, 681.23046875, 682.54296875, 682.57421875, 680.078125]

