1,[103.109375, 103.70703125, 140.91796875, 171.6328125, 196.87890625, 213.609375, 233.06640625, 249.4375, 266.5078125, 284.296875, 295.56640625, 310.515625, 326.4375, 335.671875, 350.375, 365.75390625, 380.9609375, 395.796875, 403.12890625, 415.5, 427.8671875, 439.82421875, 440.0625, 428.05078125]

6,[103.08984375, 103.703125, 138.8359375, 170.95703125, 196.46484375, 213.1875, 232.60546875, 247.94140625, 264.56640625, 280.7421875, 292.15625, 306.33203125, 321.54296875, 335.671875, 347.171875, 361.68359375, 377.65234375, 390.78125, 398.6875, 412.859375, 424.97265625, 440.08984375, 426.48046875]

11,[103.0859375, 103.703125, 139.9453125, 172.69921875, 197.953125, 214.6953125, 233.62890625, 248.97265625, 265.09765625, 281.6484375, 293.609375, 309.33203125, 326.546875, 337.09375, 351.515625, 366.265625, 380.95703125, 395.12890625, 403.0390625, 416.44140625, 429.83984375, 440.046875, 426.46875]

16,[103.08984375, 103.70703125, 137.64453125, 168.48828125, 195.26171875, 213.19140625, 231.28515625, 246.37109375, 263.1953125, 279.65234375, 291.98828125, 306.6796875, 322.7421875, 335.671875, 348.37109375, 362.671875, 377.86328125, 391.77734375, 398.7890625, 412.703125, 425.84765625, 432.6640625, 426.47265625]

21,[103.0859375, 103.703125, 139.8046875, 170.12109375, 196.125, 213.1875, 232.42578125, 247.25, 263.421875, 279.3671875, 291.32421875, 306.015625, 321.99609375, 335.66796875, 347.36328125, 362.44921875, 378.12109375, 392.03515625, 399.95703125, 413.09765625, 425.7265625, 439.828125, 426.46875]

26,[103.109375, 103.70703125, 139.375, 170.70703125, 196.22265625, 213.1875, 231.26171875, 246.01171875, 261.6953125, 276.73828125, 289.05859375, 303.75, 319.421875, 335.140625, 345.703125, 359.62109375, 373.484375, 386.3671875, 398.05078125, 408.30859375, 421.1953125, 439.96484375, 426.47265625]

31,[103.109375, 103.70703125, 138.0859375, 168.28125, 195.06640625, 213.19140625, 231.11328125, 246.4453125, 262.9375, 278.6796875, 290.21875, 304.39453125, 320.0234375, 335.22265625, 346.04296875, 359.703125, 374.3046875, 386.671875, 398.05078125, 407.35546875, 418.6953125, 432.6484375, 426.47265625]

36,[103.08984375, 103.703125, 137.90625, 168.66796875, 195.18359375, 213.1875, 230.90625, 246.23828125, 262.6796875, 278.6015625, 290.90234375, 304.5625, 319.421875, 333.58984375, 344.328125, 358.421875, 373.23046875, 386.88671875, 398.05078125, 410.35546875, 423.2421875, 433.16796875, 426.47265625]

41,[103.09375, 103.7109375, 139.16796875, 170.92578125, 196.6875, 213.76953125, 232.71875, 248.3125, 264.28125, 280.48046875, 292.2265625, 307.17578125, 323.14453125, 335.67578125, 347.73828125, 360.92578125, 375.07421875, 387.95703125, 398.0546875, 409.6640625, 421.77734375, 439.703125, 426.4765625]

46,[103.109375, 103.70703125, 138.34375, 169.05078125, 195.328125, 213.19140625, 231.3671875, 246.703125, 263.09375, 278.43359375, 290.37890625, 304.0390625, 318.6484375, 333.5859375, 344.4453125, 358.10546875, 372.4609375, 385.6015625, 398.05078125, 407.88671875, 420.515625, 439.69921875, 426.47265625]

