1,[102.95703125, 104.09765625, 140.3359375, 166.41015625, 191.16015625, 212.9296875, 234.34765625, 256.95703125, 278.06640625, 297.68359375, 316.4765625, 334.5859375, 351.9765625, 369.921875, 376.2109375]

6,[102.953125, 104.09375, 139.84375, 165.62109375, 190.92578125, 212.9375, 235.23828125, 258.12890625, 277.4609375, 296.71875, 316.89453125, 335.78125, 354.4921875, 355.5546875]

11,[102.953125, 104.09375, 139.390625, 165.33203125, 190.99609375, 213.7265625, 236.9296875, 260.1953125, 279.39453125, 299.78125, 318.41015625, 337.69140625, 348.87890625]

16,[102.95703125, 104.09765625, 139.6328125, 165.765625, 191.30859375, 214.234375, 238.05859375, 260.65625, 279.56640625, 299.03125, 317.6328125, 336.140625, 346.35546875]

21,[102.953125, 104.33203125, 140.27734375, 165.91796875, 190.96484375, 212.93359375, 235.5, 257.63671875, 276.43359375, 294.9375, 313.8828125, 332.125, 346.3203125]

26,[102.953125, 104.10546875, 139.640625, 165.7734375, 191.44921875, 213.83984375, 236.50390625, 259.36328125, 277.83984375, 297.62890625, 316.046875, 335.03125, 346.34375]

31,[102.95703125, 104.09765625, 140.0234375, 166.67578125, 192.21875, 214.71484375, 237.83984375, 260.23828125, 278.25390625, 297.5625, 315.90234375, 335.58984375, 346.38671875]

36,[102.9609375, 104.1015625, 140.02734375, 166.078125, 191.890625, 214.62109375, 237.9765625, 260.94140625, 279.7421875, 299.203125, 317.73046875, 337.33984375, 344.06640625]

41,[102.95703125, 104.09765625, 139.8046875, 165.765625, 191.46875, 214.109375, 237.15234375, 259.53125, 278.296875, 298.359375, 317.42578125, 337.35546875, 344.0625]

46,[102.95703125, 104.09765625, 140.4453125, 165.765625, 190.63671875, 212.8984375, 236.171875, 259.0625, 278.0859375, 298.51953125, 317.58984375, 337.35546875, 344.0625]

