1,[102.953125, 104.09375, 139.4453125, 165.40625, 190.1328125, 213.08984375, 234.671875, 258.296875, 278.0625, 298.3359375, 318.2578125, 335.51171875, 352.76953125, 370.11328125, 376.20703125]

6,[102.95703125, 104.09765625, 139.6328125, 165.4921875, 190.7421875, 213.0546875, 235.5, 258.4765625, 276.98828125, 295.96484375, 314.859375, 333.58984375, 352.78515625, 355.55859375]

11,[102.95703125, 104.09765625, 140.23828125, 166.3828125, 191.88671875, 214.1484375, 237.28125, 259.71875, 278.3515625, 298.33203125, 317.03125, 336.73046875, 348.89453125]

16,[102.953125, 104.09375, 139.62890625, 165.76171875, 190.99609375, 213.2734375, 236.83203125, 258.96875, 277.10546875, 297.390625, 315.9609375, 335.25390625, 346.34765625]

21,[102.953125, 104.09375, 140.44140625, 166.06640625, 191.8828125, 214.296875, 237.5078125, 260.234375, 279.578125, 299.4921875, 318.16015625, 337.32421875, 346.3515625]

26,[102.95703125, 104.09765625, 139.8046875, 165.765625, 191.30859375, 213.27734375, 236.16796875, 257.94140625, 276.5234375, 296.04296875, 315.19140625, 333.2890625, 346.39453125]

31,[102.953125, 104.09375, 139.80078125, 166.671875, 191.8828125, 214.015625, 237.14453125, 259.78515625, 278.69140625, 299.0703125, 318.20703125, 338.68359375, 346.375]

36,[102.95703125, 104.09765625, 139.8046875, 165.65625, 191.15234375, 214.0703125, 237.6953125, 260.23828125, 279.11328125, 299.3359375, 318.5, 338.625, 344.0625]

41,[102.95703125, 104.09765625, 139.39453125, 164.77734375, 190.26953125, 212.8046875, 236.171875, 258.7890625, 276.70703125, 296.0, 314.64453125, 333.28515625, 344.06640625]

46,[102.953125, 104.10546875, 139.3828125, 164.65234375, 190.5390625, 212.828125, 235.828125, 257.9765625, 276.76171875, 296.9140625, 315.625, 334.84765625, 344.03125]

