1,[102.953125, 104.09375, 139.4453125, 165.40625, 190.7890625, 212.90234375, 234.66796875, 257.68359375, 278.0625, 297.5390625, 316.31640625, 334.953125, 352.57421875, 370.39453125, 376.2109375]

6,[102.953125, 104.09765625, 140.05078125, 166.45703125, 191.43359375, 213.91015625, 236.3359375, 259.0859375, 278.25390625, 297.640625, 317.23046875, 334.76953125, 353.54296875, 355.546875]

11,[102.95703125, 104.09765625, 140.06640625, 166.53125, 191.88671875, 214.28125, 236.93359375, 259.26953125, 278.05859375, 297.61328125, 316.26171875, 336.06640625, 348.89453125]

16,[102.953125, 104.83203125, 139.37890625, 164.43359375, 189.4765625, 211.6953125, 234.72265625, 257.58984375, 276.45703125, 295.9296875, 315.37890625, 333.96484375, 346.33984375]

21,[102.95703125, 104.09765625, 139.39453125, 165.66015625, 191.15234375, 213.60546875, 236.65625, 259.15625, 277.9921875, 297.46875, 315.5859375, 334.6796875, 346.36328125]

26,[102.95703125, 104.09765625, 140.4453125, 167.08984375, 192.81640625, 215.515625, 238.3515625, 260.953125, 279.95703125, 301.01953125, 319.03125, 338.359375, 346.3828125]

31,[102.95703125, 104.09765625, 140.2734375, 166.0703125, 191.88671875, 214.2109375, 237.26171875, 259.34765625, 277.6953125, 297.75390625, 316.7578125, 336.35546875, 346.38671875]

36,[102.953125, 104.10546875, 140.48828125, 167.0859375, 193.640625, 216.515625, 239.20703125, 261.609375, 280.15625, 299.8046875, 318.21484375, 337.29296875, 344.01953125]

41,[102.95703125, 104.09765625, 139.39453125, 164.90625, 189.9765625, 212.203125, 235.17578125, 257.625, 276.65234375, 296.171875, 314.6484375, 332.89453125, 344.06640625]

46,[102.9609375, 104.1015625, 139.6015625, 165.66796875, 191.47265625, 214.1171875, 237.3828125, 260.2421875, 278.2578125, 297.7265625, 315.95703125, 335.05078125, 344.06640625]

