1,[102.953125, 104.09375, 139.65625, 165.7578125, 190.99609375, 212.65234375, 233.23046875, 254.89453125, 275.78515625, 293.9296875, 311.546875, 329.9140625, 347.57421875, 365.515625, 376.20703125]

6,[102.95703125, 104.46875, 138.984375, 164.8828125, 190.1796875, 212.46875, 234.91015625, 258.33203125, 277.890625, 297.9765625, 317.20703125, 335.4609375, 353.9140625, 355.5625]

11,[102.95703125, 104.09765625, 139.59765625, 165.76953125, 191.46875, 214.27734375, 237.28125, 260.08203125, 279.09765625, 298.7578125, 317.33203125, 337.08984375, 348.8828125]

16,[102.95703125, 104.09765625, 140.6796875, 167.390625, 193.96875, 216.6875, 239.953125, 263.2578125, 281.8671875, 302.16015625, 320.8984375, 340.171875, 346.35546875]

21,[102.9609375, 104.1015625, 139.6015625, 165.51953125, 190.6171875, 212.5859375, 235.65625, 257.61328125, 276.265625, 294.62890625, 313.78125, 332.44921875, 346.359375]

26,[102.953125, 104.10546875, 140.0703125, 166.37890625, 192.19140625, 214.61328125, 237.37109375, 259.171875, 277.3125, 296.78125, 315.4609375, 334.10546875, 346.34765625]

31,[102.95703125, 104.09765625, 139.6328125, 165.91015625, 191.6484375, 214.3515625, 237.83984375, 260.36328125, 278.73046875, 298.640625, 317.0, 336.52734375, 346.38671875]

36,[102.953125, 104.09375, 140.48046875, 166.90234375, 193.33203125, 216.33984375, 239.44140625, 261.58984375, 279.66015625, 299.0703125, 317.72265625, 337.8203125, 344.05859375]

41,[102.953125, 104.09375, 140.64453125, 166.37109375, 192.21484375, 214.63671875, 237.13671875, 259.63671875, 278.15625, 297.45703125, 316.671875, 335.88671875, 344.05859375]

46,[102.95703125, 104.60546875, 139.8046875, 165.91015625, 191.6484375, 213.2734375, 236.36328125, 258.625, 276.96484375, 296.76953125, 315.49609375, 334.20703125, 344.0625]

