1,[102.95703125, 104.09765625, 140.33203125, 166.578125, 192.30078125, 215.14453125, 237.1640625, 260.8671875, 281.546875, 300.8984375, 320.26953125, 338.09765625, 356.02734375, 373.09375, 376.2109375]

6,[102.95703125, 104.09765625, 140.6796875, 167.33984375, 193.87890625, 217.0703125, 240.4453125, 263.83984375, 283.2734375, 303.171875, 322.1015625, 341.0546875, 355.55859375]

11,[102.953125, 104.09375, 139.390625, 165.33203125, 190.93359375, 213.87109375, 236.9296875, 259.375, 278.19140625, 297.609375, 316.1171875, 335.39453125, 348.87890625]

16,[102.95703125, 104.09765625, 140.6484375, 167.08984375, 193.640625, 215.6640625, 238.4921875, 261.09765625, 279.69140625, 299.8359375, 318.92578125, 338.77734375, 346.35546875]

21,[102.953125, 104.09375, 140.01953125, 165.76171875, 190.45703125, 212.6484375, 235.8203125, 258.43359375, 277.67578125, 297.6015625, 316.65625, 336.44921875, 346.35546875]

26,[102.95703125, 104.09765625, 140.2734375, 166.671875, 192.546875, 215.39453125, 238.23046875, 260.63671875, 279.47265625, 299.734375, 318.640625, 338.359375, 346.3828125]

31,[102.95703125, 104.09765625, 140.0234375, 166.07421875, 192.21875, 215.3359375, 238.86328125, 261.71875, 280.4921875, 300.33984375, 318.83203125, 338.10546875, 346.37890625]

36,[102.95703125, 104.09765625, 140.6484375, 167.23828125, 193.140625, 215.515625, 238.46875, 260.84375, 279.73828125, 300.08984375, 319.66796875, 339.50390625, 344.06640625]

41,[102.953125, 104.10546875, 140.48828125, 167.0859375, 193.8203125, 216.48828125, 239.296875, 261.9609375, 281.3359375, 301.84765625, 320.67578125, 340.2734375, 344.03125]

46,[102.95703125, 104.09765625, 140.85546875, 167.69140625, 193.640625, 216.6875, 240.046875, 261.9375, 281.203125, 301.39453125, 320.21484375, 339.8515625, 344.06640625]

