
1,20.04189658164978

2,10.852226495742798

3,7.848874807357788

4,7.05289363861084

5,6.242276191711426

6,6.233764171600342

7,5.975658178329468

8,5.100705623626709

9,4.519197225570679

10,4.514255523681641

11,4.534422397613525

12,4.531571388244629

13,4.5468878746032715

14,4.512587308883667

15,4.552506446838379

16,4.51287579536438

17,4.528505802154541

18,4.530403137207031

19,4.524339437484741

20,4.074275255203247

21,4.122848272323608

22,4.103354215621948

23,4.07929801940918

24,4.092638969421387

25,4.081412315368652

26,4.069334983825684

27,4.076524496078491

28,4.075653076171875

29,4.098538875579834

30,4.076492786407471

31,4.100403785705566

32,4.091899871826172

33,4.093872547149658

34,4.0836403369903564

35,4.087012767791748

36,4.089273929595947

37,3.5949246883392334

38,3.584624767303467

39,3.6261491775512695

40,3.602236270904541

41,3.5910167694091797

42,3.6091747283935547

43,3.581644058227539

44,3.5861923694610596

45,3.5836026668548584

46,2.9432148933410645

47,2.9458742141723633

48,2.9532008171081543

49,2.950289249420166

50,2.9687538146972656
