
1,2.119140625

2,0.8330483436584473

3,0.6348021030426025

4,0.5078368186950684

5,0.48524975776672363

6,0.4592576026916504

7,0.45784640312194824

8,0.4592554569244385

9,0.4580984115600586

10,0.4594407081604004

11,0.45731663703918457

12,0.4594101905822754

13,0.45882296562194824

14,0.4590005874633789

15,0.45906639099121094

16,0.4580698013305664

17,0.42252397537231445

18,0.3505711555480957

19,0.3495306968688965

20,0.34702229499816895

21,0.3488032817840576

22,0.3497893810272217

23,0.3481748104095459

24,0.3489513397216797

25,0.3483438491821289

26,0.3466014862060547

27,0.34929347038269043

28,0.34921956062316895

29,0.3504307270050049

30,0.35010337829589844

31,0.3498520851135254

32,0.34925341606140137

33,0.34912943840026855

34,0.3484797477722168

35,0.3493642807006836

36,0.3508634567260742

37,0.3487534523010254

38,0.3486208915710449

39,0.3491647243499756

40,0.351116418838501

41,0.34803271293640137

42,0.348813533782959

43,0.3497481346130371

44,0.3491997718811035

45,0.35172438621520996

46,0.3505284786224365

47,0.3484506607055664

48,0.2926154136657715

49,0.291933536529541

50,0.29269933700561523
