
1%,17.81696581840515

2%,17.039169311523438

3%,16.748892307281494

4%,16.869421005249023

5%,17.098026752471924

6%,16.687771797180176

7%,16.7127685546875

8%,16.789124011993408

9%,17.107133865356445

10%,16.626782417297363

11%,16.772767782211304

12%,16.674004316329956

13%,16.314271211624146

14%,16.964835166931152

15%,16.36046838760376

16%,16.92613196372986

17%,16.499012231826782

18%,16.307172536849976

19%,16.279377222061157

20%,16.07338786125183

21%,16.346503257751465

22%,16.322637796401978

23%,16.360738515853882

24%,16.29703640937805

25%,16.31247043609619

26%,15.500641822814941

27%,13.315134525299072

28%,13.678471565246582

29%,13.189140319824219

30%,13.712555408477783
