
1,15.12716555595398

2,6.061876058578491

3,4.409917831420898

4,3.5917532444000244

5,3.587231159210205

6,2.615609884262085

7,2.575305938720703

8,2.587761878967285

9,2.5915181636810303

10,2.5603318214416504

11,2.5861527919769287

12,2.5696208477020264

13,2.5593526363372803

14,2.567525863647461

15,2.562356472015381

16,2.6209006309509277

17,2.582519054412842

18,2.557737350463867

19,2.5665552616119385

20,2.575063943862915

21,2.560500144958496

22,2.58750581741333

23,2.565070867538452

24,2.603069543838501

25,2.578864812850952

26,2.566298723220825

27,2.5687074661254883

28,2.584836721420288

29,2.6053061485290527

30,2.6074206829071045

31,2.6030032634735107

32,2.636908769607544

33,2.592679738998413

34,2.575688123703003

35,2.564321994781494

36,2.579380750656128

37,2.560757637023926

38,2.5857160091400146

39,2.6282801628112793

40,2.5730338096618652

41,2.564652442932129

42,2.575589656829834

43,2.581881284713745

44,2.586806058883667

45,2.5841548442840576

46,2.5717720985412598

47,2.602869987487793

48,2.583350896835327

49,2.568060874938965

50,2.584343194961548
