
1%,17.177716970443726

2%,16.05355930328369

3%,16.0940101146698

4%,16.1238431930542

5%,16.04657816886902

6%,15.790440559387207

7%,16.155341625213623

8%,16.119462966918945

9%,15.672377586364746

10%,16.15915584564209

11%,15.517761707305908

12%,16.18544101715088

13%,15.535749912261963

14%,15.872295618057251

15%,16.0253849029541

16%,15.527548551559448

17%,15.844047784805298

18%,15.352766513824463

19%,15.64136266708374

20%,15.355562210083008

21%,15.42550015449524

22%,15.669087648391724

23%,15.328709363937378

24%,16.005723237991333

25%,15.256386518478394

26%,15.800519227981567

27%,15.267484903335571

28%,15.781323432922363

29%,15.353427648544312
