
1%,17.089799165725708

2%,16.011695623397827

3%,16.07820701599121

4%,16.06965970993042

5%,16.066150665283203

6%,15.7162184715271

7%,16.105937242507935

8%,16.034935235977173

9%,15.699381589889526

10%,16.11604619026184

11%,15.569694519042969

12%,16.153210639953613

13%,15.585894584655762

14%,15.830620050430298

15%,16.073928117752075

16%,15.482582092285156

17%,15.829916715621948

18%,15.303930521011353

19%,15.629570245742798

20%,15.302841186523438

21%,15.374803304672241

22%,15.614670515060425

23%,15.334332704544067

24%,15.783310174942017

25%,15.230535745620728

26%,15.926395654678345

27%,15.106565952301025

28%,15.656385898590088

29%,15.33976435661316
